pdb,Chain,formula,term,estimate,std.error,statistic,p.value
1EXN,A,rate~wcnSC+dist_active,wcnSC,-0.895515927574063,0.177077486424649,-5.05719809816212,7.96946999267808e-07
1EXN,A,rate~wcnSC+dist_active,dist_active,-0.00290345449999919,0.00543975817912894,-0.533746979992431,0.593965708383237
1EXN,A,rate~RSA+dist_active,(Intercept),0.689243899730348,0.102468749051532,6.72638151739049,1.07386488411567e-10
1EXN,A,rate~RSA+dist_active,RSA,0.592368437000666,0.160147035940891,3.69890353274666,0.000263430093505061
1EXN,A,rate~RSA+dist_active,dist_active,0.00551368468444725,0.00500488213878812,1.10166124427105,0.271612334323403
1EXN,A,rate~RSA_mono,(Intercept),0.786459186394094,0.0521054838620293,15.0935972205261,1.42839600133798e-37
1EXN,A,rate~RSA_mono,RSA_mono,0.648462030586449,0.151898293480103,4.26905408697953,2.73676500948653e-05
1EXN,A,rate~wcnSC_mono,(Intercept),1.69475939137165,0.136340334378068,12.430359651841,2.95287186273618e-28
1EXN,A,rate~wcnSC_mono,wcnSC_mono,-0.846375644025481,0.151057702338022,-5.60299561641383,5.27348439734509e-08
1EXN,A,rate~wcnSC_mono+RSA_mono,(Intercept),1.83137276232052,0.299333283020545,6.11817284012088,3.40074984898416e-09
1EXN,A,rate~wcnSC_mono+RSA_mono,wcnSC_mono,-0.962037577495228,0.27156159781386,-3.54261274510047,0.000468305236876219
1EXN,A,rate~wcnSC_mono+RSA_mono,RSA_mono,-0.136897779046253,0.26693753818361,-0.512845739036108,0.60848807616842
1EXN,A,rate~wcnSC_mono+RSA_mono+dist_active,(Intercept),2.00860089182204,0.398304675873612,5.04287550081235,8.5522792647665e-07
1EXN,A,rate~wcnSC_mono+RSA_mono+dist_active,wcnSC_mono,-1.06372016675207,0.31074972204619,-3.42307680839681,0.000717932391534087
1EXN,A,rate~wcnSC_mono+RSA_mono+dist_active,RSA_mono,-0.18137065173565,0.275206926088725,-0.659033747127342,0.510450687630949
1EXN,A,rate~wcnSC_mono+RSA_mono+dist_active,dist_active,-0.00378784791087023,0.00560850713470836,-0.675375428771243,0.500030630481584
1EXN,A,rate~wcnSC_mono+dist_active,(Intercept),1.79658953787392,0.234600404715541,7.65808371069236,3.57858064291151e-13
1EXN,A,rate~wcnSC_mono+dist_active,wcnSC_mono,-0.895515927574063,0.177077486424649,-5.05719809816212,7.96946999267808e-07
1EXN,A,rate~wcnSC_mono+dist_active,dist_active,-0.00290345449999919,0.00543975817912894,-0.533746979992431,0.593965708383237
1EXN,A,rate~RSA_mono+dist_active,(Intercept),0.689243899730348,0.102468749051532,6.72638151739049,1.07386488411567e-10
1EXN,A,rate~RSA_mono+dist_active,RSA_mono,0.592368437000666,0.160147035940891,3.69890353274666,0.000263430093505061
1EXN,A,rate~RSA_mono+dist_active,dist_active,0.00551368468444725,0.00500488213878812,1.10166124427105,0.271612334323403
1EXP,A,rate~RSA,(Intercept),0.392653422848681,0.034262389643898,11.4601878891016,1.37310166572209e-25
1EXP,A,rate~RSA,RSA,1.4537424780529,0.113236829556194,12.8380711801143,1.52305549950564e-30
1EXP,A,rate~wcnSC,(Intercept),2.11931506217478,0.112518033342886,18.8353368718809,2.74198795571181e-53
1EXP,A,rate~wcnSC,wcnSC,-1.3645094665742,0.105622295936707,-12.9187635477255,7.70835133895471e-31
1EXP,A,rate~wcnSC+RSA,(Intercept),1.32126639613377,0.251892639601436,5.24535531575826,2.90073829599072e-07
1EXP,A,rate~wcnSC+RSA,wcnSC,-0.752349695424575,0.20225907522267,-3.71973269726612,0.000236819173291915
1EXP,A,rate~wcnSC+RSA,RSA,0.762811918220385,0.216367329756289,3.525541120647,0.000486600866572969
1EXP,A,rate~dist_active,(Intercept),-0.116441864210828,0.0731327844550194,-1.59219787785389,0.112359384786895
1EXP,A,rate~dist_active,dist_active,0.0548418458935924,0.00461168058819187,11.8919436948895,4.03863653642979e-27
1EXP,A,rate~wcnSC+RSA+dist_active,(Intercept),0.0144561866841844,0.363231612419028,0.0397988120800113,0.968279308218704
1EXP,A,rate~wcnSC+RSA+dist_active,wcnSC,-0.00204423092620452,0.249260170531426,-0.00820119364375863,0.993461776946559
1EXP,A,rate~wcnSC+RSA+dist_active,RSA,0.983065437130729,0.21379885549997,4.59808559232846,6.23280870695522e-06
1EXP,A,rate~wcnSC+RSA+dist_active,dist_active,0.0322242743378263,0.00665269971732899,4.84378909420613,2.02082327193461e-06
1EXP,A,rate~wcnSC+dist_active,(Intercept),1.2602480900665,0.24969109141689,5.04722888956563,7.66808355373065e-07
1EXP,A,rate~wcnSC+dist_active,wcnSC,-0.906755078818327,0.157934497012736,-5.74133641458461,2.24479763718311e-08
1EXP,A,rate~wcnSC+dist_active,dist_active,0.0257183766826441,0.00670901982709881,3.83340299260459,0.000153145576747823
1EXP,A,rate~RSA+dist_active,(Intercept),0.0115324377088857,0.069478374227959,0.165986004091686,0.86827651555128
1EXP,A,rate~RSA+dist_active,RSA,0.984449520661762,0.131042746132403,7.51243048331035,6.29535340253329e-13
1EXP,A,rate~RSA+dist_active,dist_active,0.0322581802149796,0.00520368969772576,6.19909758052597,1.81527621398598e-09
1EXP,A,rate~RSA_mono,(Intercept),0.392653422848681,0.034262389643898,11.4601878891016,1.37310166572209e-25
1EXP,A,rate~RSA_mono,RSA_mono,1.4537424780529,0.113236829556194,12.8380711801143,1.52305549950564e-30
1EXP,A,rate~wcnSC_mono,(Intercept),2.11931506217478,0.112518033342886,18.8353368718809,2.74198795571181e-53
1EXP,A,rate~wcnSC_mono,wcnSC_mono,-1.3645094665742,0.105622295936707,-12.9187635477255,7.70835133895471e-31
1EXP,A,rate~wcnSC_mono+RSA_mono,(Intercept),1.32126639613377,0.251892639601436,5.24535531575826,2.90073829599072e-07
1EXP,A,rate~wcnSC_mono+RSA_mono,wcnSC_mono,-0.752349695424575,0.20225907522267,-3.71973269726612,0.000236819173291915
1EXP,A,rate~wcnSC_mono+RSA_mono,RSA_mono,0.762811918220385,0.216367329756289,3.525541120647,0.000486600866572969
1EXP,A,rate~wcnSC_mono+RSA_mono+dist_active,(Intercept),0.0144561866841844,0.363231612419028,0.0397988120800113,0.968279308218704
1EXP,A,rate~wcnSC_mono+RSA_mono+dist_active,wcnSC_mono,-0.00204423092620452,0.249260170531426,-0.00820119364375863,0.993461776946559
1EXP,A,rate~wcnSC_mono+RSA_mono+dist_active,RSA_mono,0.983065437130729,0.21379885549997,4.59808559232846,6.23280870695522e-06
1EXP,A,rate~wcnSC_mono+RSA_mono+dist_active,dist_active,0.0322242743378263,0.00665269971732899,4.84378909420613,2.02082327193461e-06
1EXP,A,rate~wcnSC_mono+dist_active,(Intercept),1.2602480900665,0.24969109141689,5.04722888956563,7.66808355373065e-07
1EXP,A,rate~wcnSC_mono+dist_active,wcnSC_mono,-0.906755078818327,0.157934497012736,-5.74133641458461,2.24479763718311e-08
1EXP,A,rate~wcnSC_mono+dist_active,dist_active,0.0257183766826441,0.00670901982709881,3.83340299260459,0.000153145576747823
1EXP,A,rate~RSA_mono+dist_active,(Intercept),0.0115324377088857,0.069478374227959,0.165986004091686,0.86827651555128
1EXP,A,rate~RSA_mono+dist_active,RSA_mono,0.984449520661762,0.131042746132403,7.51243048331035,6.29535340253329e-13
1EXP,A,rate~RSA_mono+dist_active,dist_active,0.0322581802149796,0.00520368969772576,6.19909758052597,1.81527621398598e-09
1EYI,A,rate~RSA,(Intercept),0.298743322895075,0.0399000854708735,7.48728528697396,6.50833964360856e-13
1EYI,A,rate~RSA,RSA,2.30303071234415,0.144524502198297,15.9352267422741,9.04539080636354e-43
1EYI,A,rate~wcnSC,(Intercept),3.11717654835461,0.128949930729363,24.173541860188,6.19962676364252e-75
1EYI,A,rate~wcnSC,wcnSC,-1.3985733891719,0.0729914666242835,-19.160779387691,1.72337343888777e-55
1EYI,A,rate~wcnSC+RSA,(Intercept),2.30262021952293,0.214370014787682,10.7413353579488,2.91717457550241e-23
1EYI,A,rate~wcnSC+RSA,wcnSC,-1.01959747703286,0.107576171998968,-9.47791186548864,5.39528000092321e-19
1EYI,A,rate~wcnSC+RSA,RSA,0.911825138341943,0.194915933342731,4.67804310660757,4.24065559319651e-06
1EYI,A,rate~dist_active,(Intercept),-0.100144904929474,0.0963916845139962,-1.03893718046739,0.299596882876755
1EYI,A,rate~dist_active,dist_active,0.0387916270074013,0.0042944422162002,9.03298380894848,1.44864679122017e-17
1EYI,A,rate~wcnSC+RSA+dist_active,(Intercept),1.88254530696197,0.236956729185868,7.94467966126128,3.17169077894434e-14
1EYI,A,rate~wcnSC+RSA+dist_active,wcnSC,-0.928213985116923,0.108070140948604,-8.58899578523137,3.64094160133402e-16
1EYI,A,rate~wcnSC+RSA+dist_active,RSA,0.834450394049288,0.192043777167135,4.34510509196592,1.86041577879503e-05
1EYI,A,rate~wcnSC+RSA+dist_active,dist_active,0.0132959532354361,0.00347186795669581,3.82962526261796,0.000153823597214531
1EYI,A,rate~wcnSC+dist_active,(Intercept),2.5695866781258,0.181231698403644,14.1784616088669,6.37334350272495e-36
1EYI,A,rate~wcnSC+dist_active,wcnSC,-1.26028418843021,0.0784652882473349,-16.0616779289409,3.09742288710984e-43
1EYI,A,rate~wcnSC+dist_active,dist_active,0.0148830601826506,0.00354545590275258,4.19778459833498,3.47540169857094e-05
1EYI,A,rate~RSA+dist_active,(Intercept),-0.0608155549897803,0.0778027361512697,-0.781663447819345,0.434976247605016
1EYI,A,rate~RSA+dist_active,RSA,2.00090148629747,0.150091974703768,13.3311690398277,1.07251288841039e-32
1EYI,A,rate~RSA+dist_active,dist_active,0.0198802794748067,0.00374300777754332,5.31131129197248,2.01222755669774e-07
1EYI,A,rate~RSA_mono,(Intercept),0.326467990681997,0.048707186793723,6.70266570854528,8.90353451830437e-11
1EYI,A,rate~RSA_mono,RSA_mono,1.64725693808793,0.148096954550917,11.1228279007019,1.30754593561767e-24
1EYI,A,rate~wcnSC_mono,(Intercept),2.31179432704601,0.134236747850746,17.2217694786261,7.81202877168097e-48
1EYI,A,rate~wcnSC_mono,wcnSC_mono,-1.53465952162661,0.124143847987408,-12.3619458113,4.30624075290333e-29
1EYI,A,rate~wcnSC_mono+RSA_mono,(Intercept),1.85667909932199,0.31755419942097,5.84681009637873,1.21080019982776e-08
1EYI,A,rate~wcnSC_mono+RSA_mono,wcnSC_mono,-1.1986952260218,0.246004813684826,-4.8726494740771,1.71719089640549e-06
1EYI,A,rate~wcnSC_mono+RSA_mono,RSA_mono,0.449648653195428,0.284470148171621,1.58065321119092,0.11492115631617
1EYI,A,rate~wcnSC_mono+RSA_mono+dist_active,(Intercept),0.980122108020358,0.367464322362602,2.66725787613526,0.00802787359609222
1EYI,A,rate~wcnSC_mono+RSA_mono+dist_active,wcnSC_mono,-0.783731275200781,0.257222998826773,-3.04689424653114,0.0025004390101507
1EYI,A,rate~wcnSC_mono+RSA_mono+dist_active,RSA_mono,0.584230186669657,0.278480591624291,2.09792066033049,0.0366792654927423
1EYI,A,rate~wcnSC_mono+RSA_mono+dist_active,dist_active,0.0198004289822955,0.00449245569601925,4.40748453008464,1.41998466375597e-05
1EYI,A,rate~wcnSC_mono+dist_active,(Intercept),1.61009429596759,0.21289592934075,7.56282330504573,3.99971078692943e-13
1EYI,A,rate~wcnSC_mono+dist_active,wcnSC_mono,-1.23666033645015,0.140556378889125,-8.79832239720447,8.06021404279659e-17
1EYI,A,rate~wcnSC_mono+dist_active,dist_active,0.018767019110904,0.00448846108703124,4.18117005962882,3.72544864315276e-05
1EYI,A,rate~RSA_mono+dist_active,(Intercept),-0.108119994665809,0.0874764211345475,-1.23599014755655,0.217346642032363
1EYI,A,rate~RSA_mono+dist_active,RSA_mono,1.296400135199,0.153289155643824,8.45722014550891,9.15278927171173e-16
1EYI,A,rate~RSA_mono+dist_active,dist_active,0.024810581649202,0.00423316544758026,5.86099975454163,1.12075554967851e-08
1EYP,A,rate~RSA,(Intercept),0.316434062716963,0.0293834923994855,10.769110030042,8.12724469139803e-22
1EYP,A,rate~RSA,RSA,0.733060718405521,0.0856979679941844,8.55400350280497,2.49105010421182e-15
1EYP,A,rate~wcnSC,(Intercept),1.09902868453646,0.0888831623627,12.3648692881979,9.59164556043738e-27
1EYP,A,rate~wcnSC,wcnSC,-0.685158368149335,0.0991299031345829,-6.91172236110364,5.63703075055354e-11
1EYP,A,rate~wcnSC+RSA,(Intercept),0.199901910834753,0.214126369862292,0.933569793217493,0.351603141670104
1EYP,A,rate~wcnSC+RSA,wcnSC,0.108626126886326,0.197704592161711,0.549436539124372,0.583292490432274
1EYP,A,rate~wcnSC+RSA,RSA,0.819449896413285,0.179138600465229,4.57439041214537,8.18001599935424e-06
1EYP,A,rate~dist_active,(Intercept),0.227785571266752,0.0537725757132967,4.2360918785303,3.40322274676579e-05
1EYP,A,rate~dist_active,dist_active,0.0160623960296827,0.00288907874898232,5.55969477652373,8.15575369762466e-08
1EYP,A,rate~wcnSC+RSA+dist_active,(Intercept),-0.164188202851782,0.233307082202062,-0.70374290099596,0.48237995167615
1EYP,A,rate~wcnSC+RSA+dist_active,wcnSC,0.314313991658754,0.201462144501762,1.56016403198768,0.120241317303733
1EYP,A,rate~wcnSC+RSA+dist_active,RSA,0.862102216979175,0.174969194514111,4.92716571836105,1.70032102736998e-06
1EYP,A,rate~wcnSC+RSA+dist_active,dist_active,0.0102014327693059,0.00292598963665259,3.48648971326384,0.000596954578494507
1EYP,A,rate~wcnSC+dist_active,(Intercept),0.813089594987802,0.129507976407504,6.27829742647954,1.9481681303262e-09
1EYP,A,rate~wcnSC+dist_active,wcnSC,-0.537028503111817,0.109212928253742,-4.9172612775669,1.77357769879537e-06
1EYP,A,rate~wcnSC+dist_active,dist_active,0.00919342788399029,0.00307707837262936,2.9877132691081,0.00314694588985343
1EYP,A,rate~RSA+dist_active,(Intercept),0.191797706439883,0.0488461457994511,3.9265678653,0.00011700101799548
1EYP,A,rate~RSA+dist_active,RSA,0.62797842812527,0.0902811731144528,6.95580713521698,4.42035211955227e-11
1EYP,A,rate~RSA+dist_active,dist_active,0.00886462218906915,0.00280730293538309,3.15770060912912,0.00182537439032133
1EYP,A,rate~RSA_mono,(Intercept),0.316434062716963,0.0293834923994855,10.769110030042,8.12724469139803e-22
1EYP,A,rate~RSA_mono,RSA_mono,0.733060718405521,0.0856979679941844,8.55400350280497,2.49105010421182e-15
1EYP,A,rate~wcnSC_mono,(Intercept),1.09902868453646,0.0888831623627,12.3648692881979,9.59164556043738e-27
1EYP,A,rate~wcnSC_mono,wcnSC_mono,-0.685158368149335,0.0991299031345829,-6.91172236110364,5.63703075055354e-11
1EYP,A,rate~wcnSC_mono+RSA_mono,(Intercept),0.199901910834753,0.214126369862292,0.933569793217493,0.351603141670104
1EYP,A,rate~wcnSC_mono+RSA_mono,wcnSC_mono,0.108626126886326,0.197704592161711,0.549436539124372,0.583292490432274
1EYP,A,rate~wcnSC_mono+RSA_mono,RSA_mono,0.819449896413285,0.179138600465229,4.57439041214537,8.18001599935424e-06
1EYP,A,rate~wcnSC_mono+RSA_mono+dist_active,(Intercept),-0.164188202851782,0.233307082202062,-0.70374290099596,0.48237995167615
1EYP,A,rate~wcnSC_mono+RSA_mono+dist_active,wcnSC_mono,0.314313991658754,0.201462144501762,1.56016403198768,0.120241317303733
1EYP,A,rate~wcnSC_mono+RSA_mono+dist_active,RSA_mono,0.862102216979175,0.174969194514111,4.92716571836105,1.70032102736998e-06
1EYP,A,rate~wcnSC_mono+RSA_mono+dist_active,dist_active,0.0102014327693059,0.00292598963665259,3.48648971326384,0.000596954578494507
1EYP,A,rate~wcnSC_mono+dist_active,(Intercept),0.813089594987802,0.129507976407504,6.27829742647954,1.9481681303262e-09
1EYP,A,rate~wcnSC_mono+dist_active,wcnSC_mono,-0.537028503111817,0.109212928253742,-4.9172612775669,1.77357769879537e-06
1EYP,A,rate~wcnSC_mono+dist_active,dist_active,0.00919342788399029,0.00307707837262936,2.9877132691081,0.00314694588985343
1EYP,A,rate~RSA_mono+dist_active,(Intercept),0.191797706439883,0.0488461457994511,3.9265678653,0.00011700101799548
1EYP,A,rate~RSA_mono+dist_active,RSA_mono,0.62797842812527,0.0902811731144528,6.95580713521698,4.42035211955227e-11
1EYP,A,rate~RSA_mono+dist_active,dist_active,0.00886462218906915,0.00280730293538309,3.15770060912912,0.00182537439032133
1EZ1,A,rate~RSA,(Intercept),0.185852762040138,0.046147125747438,4.02739626856297,6.78894603589473e-05
1EZ1,A,rate~RSA,RSA,3.19012871722763,0.173835672672245,18.3514043359926,1.45061875213248e-54
1EZ1,A,rate~wcnSC,(Intercept),3.10111279487609,0.160523406438541,19.318757704431,1.05215767940715e-58
1EZ1,A,rate~wcnSC,wcnSC,-1.63543397833731,0.10914896259116,-14.9835045566411,2.3828689861258e-40
1EZ1,A,rate~wcnSC+RSA,(Intercept),1.14859888230121,0.253103174369507,4.53806589017474,7.59342498596302e-06
1EZ1,A,rate~wcnSC+RSA,wcnSC,-0.577922529806707,0.149476805228027,-3.86630239337191,0.000129628009384186
1EZ1,A,rate~wcnSC+RSA,RSA,2.43732303051135,0.25899682918932,9.41062884105707,4.52184704426312e-19
1EZ1,A,rate~dist_active,(Intercept),-0.261733963390175,0.110582640963424,-2.36686301855231,0.0184310401527202
1EZ1,A,rate~dist_active,dist_active,0.0635603005807493,0.00637794803807743,9.96563474667456,5.65207624595656e-21
1EZ1,A,rate~wcnSC+RSA+dist_active,(Intercept),0.26518196424204,0.272966991144249,0.971479969539266,0.331919259142078
1EZ1,A,rate~wcnSC+RSA+dist_active,wcnSC,-0.351165936291538,0.145439084408451,-2.41452246292562,0.016221360861714
1EZ1,A,rate~wcnSC+RSA+dist_active,RSA,2.38098331742311,0.245342425473998,9.70473538289632,4.59817790734522e-20
1EZ1,A,rate~wcnSC+RSA+dist_active,dist_active,0.0353867300423816,0.00523697869342481,6.75708879373727,5.22238336251043e-11
1EZ1,A,rate~wcnSC+dist_active,(Intercept),2.12724044356896,0.216325030442541,9.83353816808535,1.64070453255875e-20
1EZ1,A,rate~wcnSC+dist_active,wcnSC,-1.37197150457093,0.111909477614793,-12.2596542653289,2.07751290026502e-29
1EZ1,A,rate~wcnSC+dist_active,dist_active,0.0371139468507227,0.00583158234108031,6.36430126164475,5.56696096498769e-10
1EZ1,A,rate~RSA+dist_active,(Intercept),-0.361508662878059,0.0850522706936541,-4.25042929400628,2.67850388378456e-05
1EZ1,A,rate~RSA+dist_active,RSA,2.80941551842217,0.170491249908941,16.4783560442115,1.4180314465284e-46
1EZ1,A,rate~RSA+dist_active,dist_active,0.038304366811048,0.00512744485481145,7.47045904844871,5.38920275922693e-13
1EZ1,A,rate~RSA_mono,(Intercept),0.141097247084569,0.0492501046503943,2.86491263493061,0.00439870041416565
1EZ1,A,rate~RSA_mono,RSA_mono,2.91007084238587,0.165042494344817,17.6322519478285,1.70037682084665e-51
1EZ1,A,rate~wcnSC_mono,(Intercept),3.42019404561646,0.140469867707173,24.3482399566737,4.46694179470458e-80
1EZ1,A,rate~wcnSC_mono,wcnSC_mono,-2.39660735082007,0.123033391965766,-19.4793243730688,2.15992783082977e-59
1EZ1,A,rate~wcnSC_mono+RSA_mono,(Intercept),2.28873554913283,0.275499900229463,8.30757305983249,1.67532461056144e-15
1EZ1,A,rate~wcnSC_mono+RSA_mono,wcnSC_mono,-1.61421193077321,0.204196710570878,-7.90518087318996,2.83390488322407e-14
1EZ1,A,rate~wcnSC_mono+RSA_mono,RSA_mono,1.23655039125946,0.261382638198174,4.73080538089118,3.14219920628741e-06
1EZ1,A,rate~wcnSC_mono+RSA_mono+dist_active,(Intercept),1.93205122802255,0.382877130289738,5.04613902261671,6.9642278783112e-07
1EZ1,A,rate~wcnSC_mono+RSA_mono+dist_active,wcnSC_mono,-1.43358490333821,0.244499490284041,-5.86334516146755,9.7668850890971e-09
1EZ1,A,rate~wcnSC_mono+RSA_mono+dist_active,RSA_mono,1.31174483615449,0.267075211860116,4.91151847084009,1.33840197752814e-06
1EZ1,A,rate~wcnSC_mono+RSA_mono+dist_active,dist_active,0.00872001109181546,0.00650736991387667,1.34002080828699,0.181028901528328
1EZ1,A,rate~wcnSC_mono+dist_active,(Intercept),3.35400917025995,0.257946787500461,13.0027173540743,2.60687093157505e-32
1EZ1,A,rate~wcnSC_mono+dist_active,wcnSC_mono,-2.36601869880588,0.158620289500067,-14.916242469756,4.72886783890285e-40
1EZ1,A,rate~wcnSC_mono+dist_active,dist_active,0.00200476534497996,0.00654990214351831,0.306075617780618,0.759712084817157
1EZ1,A,rate~RSA_mono+dist_active,(Intercept),-0.255982482683779,0.0892883539150435,-2.86691904889794,0.00437209015863468
1EZ1,A,rate~RSA_mono+dist_active,RSA_mono,2.52766009495775,0.175424663305459,14.4088068765818,5.74809778256432e-38
1EZ1,A,rate~RSA_mono+dist_active,dist_active,0.0297550921735391,0.00565898743585821,5.25802407423557,2.41684799765219e-07
1EZ2,A,rate~RSA,(Intercept),0.641127013215442,0.0433030361416244,14.8055903313248,2.72933022080771e-38
1EZ2,A,rate~RSA,RSA,1.68283414737432,0.156986765701657,10.7195924436868,3.62073855198764e-23
1EZ2,A,rate~wcnSC,(Intercept),2.46401198836206,0.154778790367752,15.9195712959611,1.28190247128161e-42
1EZ2,A,rate~wcnSC,wcnSC,-1.13477736293627,0.113709800623484,-9.97959152785565,1.21519243869583e-20
1EZ2,A,rate~wcnSC+RSA,(Intercept),1.39333277035375,0.288826802823193,4.82411174009596,2.16558365132448e-06
1EZ2,A,rate~wcnSC+RSA,wcnSC,-0.488362414358584,0.185436648290624,-2.63358089601146,0.00885299014999032
1EZ2,A,rate~wcnSC+RSA,RSA,1.13231467841359,0.260578552384295,4.34538709365336,1.86135777004681e-05
1EZ2,A,rate~dist_active,(Intercept),0.383886452232288,0.10710396069278,3.58424142066453,0.000389715455255972
1EZ2,A,rate~dist_active,dist_active,0.0327619586529261,0.00580708973047543,5.64171730996205,3.65715852395449e-08
1EZ2,A,rate~wcnSC+RSA+dist_active,(Intercept),1.24680928767623,0.329221910599172,3.78713945680919,0.000181600881666448
1EZ2,A,rate~wcnSC+RSA+dist_active,wcnSC,-0.446915574075151,0.190778002638707,-2.34259488983912,0.019755010760172
1EZ2,A,rate~wcnSC+RSA+dist_active,RSA,1.10219607711077,0.262647261628721,4.19648798268776,3.50492212405278e-05
1EZ2,A,rate~wcnSC+RSA+dist_active,dist_active,0.00557281930585166,0.00600527846278025,0.927986826987474,0.354105189875265
1EZ2,A,rate~wcnSC+dist_active,(Intercept),2.19121610755479,0.246357532354391,8.89445549569263,4.16032933139127e-17
1EZ2,A,rate~wcnSC+dist_active,wcnSC,-1.04336729456737,0.130471039153253,-7.99692637798201,2.26119633880774e-14
1EZ2,A,rate~wcnSC+dist_active,dist_active,0.00868696728059161,0.00610964051948111,1.42184589304272,0.15602992026104
1EZ2,A,rate~RSA+dist_active,(Intercept),0.509577161368277,0.0973412979072354,5.23495343008366,2.96825734194182e-07
1EZ2,A,rate~RSA+dist_active,RSA,1.56058180066489,0.176405745162151,8.84654748194519,5.8822974037309e-17
1EZ2,A,rate~RSA+dist_active,dist_active,0.00886627374931294,0.00587856281836864,1.50823832682516,0.132465002962264
1EZ2,A,rate~RSA_mono,(Intercept),0.610608639302163,0.0444281792177566,13.7437241420445,3.20268062376265e-34
1EZ2,A,rate~RSA_mono,RSA_mono,1.65685372672074,0.150020323545366,11.0441951301332,2.65609023415559e-24
1EZ2,A,rate~wcnSC_mono,(Intercept),2.5588356185354,0.136475376228074,18.7494307710069,9.95890585479882e-54
1EZ2,A,rate~wcnSC_mono,wcnSC_mono,-1.48467094778104,0.122968170748701,-12.0736198541582,5.40998853122222e-28
1EZ2,A,rate~wcnSC_mono+RSA_mono,(Intercept),2.03922914352761,0.316629398115739,6.44042895468032,4.2851792744101e-10
1EZ2,A,rate~wcnSC_mono+RSA_mono,wcnSC_mono,-1.10441257431507,0.242491556857264,-4.55443722919043,7.43828145927357e-06
1EZ2,A,rate~wcnSC_mono+RSA_mono,RSA_mono,0.523866210639122,0.288279867216869,1.81721400005025,0.0701051748455499
1EZ2,A,rate~wcnSC_mono+RSA_mono+dist_active,(Intercept),2.67696454385576,0.434480692408678,6.1612969014001,2.13919727345807e-09
1EZ2,A,rate~wcnSC_mono+RSA_mono+dist_active,wcnSC_mono,-1.43341539168889,0.286382794806549,-5.00524269503397,9.17401169901125e-07
1EZ2,A,rate~wcnSC_mono+RSA_mono+dist_active,RSA_mono,0.410197946800894,0.291644430463516,1.40650018979947,0.160534043315955
1EZ2,A,rate~wcnSC_mono+RSA_mono+dist_active,dist_active,-0.0148583042942574,0.00697398455259365,-2.13053300910044,0.0338804751643276
1EZ2,A,rate~wcnSC_mono+dist_active,(Intercept),3.14722874470187,0.277875614452219,11.3260343154115,2.74217279535568e-25
1EZ2,A,rate~wcnSC_mono+dist_active,wcnSC_mono,-1.76093390719903,0.16695713262701,-10.5472217897575,1.4575360721022e-22
1EZ2,A,rate~wcnSC_mono+dist_active,dist_active,-0.0166526992860866,0.00686660927904762,-2.42517064963921,0.0158456540587685
1EZ2,A,rate~RSA_mono+dist_active,(Intercept),0.554010789452837,0.0976234789116237,5.67497486905144,3.0728109699214e-08
1EZ2,A,rate~RSA_mono+dist_active,RSA_mono,1.59713576159696,0.175939268679661,9.07776742271748,1.09451956104157e-17
1EZ2,A,rate~RSA_mono+dist_active,dist_active,0.00396390283140131,0.00608670774553574,0.651239224408074,0.515352272708229
1F2D,A,rate~RSA,(Intercept),0.317944617709812,0.0348800308778618,9.11537661257092,7.03189861639857e-18
1F2D,A,rate~RSA,RSA,2.46365409827387,0.124376097159659,19.8080994221208,1.47631286916356e-58
1F2D,A,rate~wcnSC,(Intercept),2.9077136858062,0.117456251565046,24.7557166780172,5.41076963602608e-78
1F2D,A,rate~wcnSC,wcnSC,-1.47901796759398,0.0786432865274038,-18.8066652972164,1.50902927802496e-54
1F2D,A,rate~wcnSC+RSA,(Intercept),1.55745315952975,0.209830123626794,7.42244789551691,9.41049832577688e-13
1F2D,A,rate~wcnSC+RSA,wcnSC,-0.7348378372055,0.122828367901746,-5.98263943223049,5.5938913259421e-09
1F2D,A,rate~wcnSC+RSA,RSA,1.50246948574477,0.199604407128614,7.52723603330392,4.74977146328919e-13
1F2D,A,rate~dist_active,(Intercept),-0.391151709510336,0.0836529089902685,-4.67588891087863,4.23212039207543e-06
1F2D,A,rate~dist_active,dist_active,0.0706523579221956,0.0047753044999707,14.7953618293093,1.46186806604585e-38
1F2D,A,rate~wcnSC+RSA+dist_active,(Intercept),0.749521759599011,0.2944325101058,2.54564877815185,0.0113523698295528
1F2D,A,rate~wcnSC+RSA+dist_active,wcnSC,-0.430280963545839,0.144238596680225,-2.98311945241512,0.00306134777983604
1F2D,A,rate~wcnSC+RSA+dist_active,RSA,1.4899664832502,0.195702798243555,7.61341430282421,2.71038190019755e-13
1F2D,A,rate~wcnSC+RSA+dist_active,dist_active,0.022579344754418,0.00588736001536009,3.83522405552041,0.000149720343712329
1F2D,A,rate~wcnSC+dist_active,(Intercept),2.061457213232,0.258074595788359,7.98783470699516,2.17999314776256e-14
1F2D,A,rate~wcnSC+dist_active,wcnSC,-1.15799225497067,0.116770135404863,-9.91685289184347,1.63019981892056e-20
1F2D,A,rate~wcnSC+dist_active,dist_active,0.0233260111386035,0.00636327624331448,3.6657234805908,0.000286313078831231
1F2D,A,rate~RSA+dist_active,(Intercept),-0.102256729365657,0.072678328264508,-1.40697690504796,0.160353072788804
1F2D,A,rate~RSA+dist_active,RSA,1.87683718485071,0.148266551428257,12.6585340170866,2.51689752944986e-30
